results,wind,athlete,birth_year,nationality,race,place,venue,date,rs
10.05,0.4,Richard THOMPSON,85,TTO,F,4.0,"Alexander Stadium, Birmingham (GBR)",10.07,1189
10.05,1.3,Lerone CLARKE,81,JAM,F,3.0,"Boudewijnstadion, Bruxelles (BEL)",16.09,1189
10.06,0.0,Michael FRATER,82,JAM,F,4.0,"Letzigrund, Zürich (SUI)",8.09,1186
10.07,1.0,Jaysuma SAIDY NDURE,84,NOR,F,5.0,"Stade Louis II, Monaco (MON)",22.07,1182
10.08,1.0,Nesta CARTER,85,JAM,H2,2.0,"Alexander Stadium, Birmingham (GBR)",10.07,1179
10.09,1.2,Michael FRATER,82,JAM,H1,1.0,"Alexander Stadium, Birmingham (GBR)",10.07,1176
10.09,1.0,Richard THOMPSON,85,TTO,H2,3.0,"Alexander Stadium, Birmingham (GBR)",10.07,1176
10.09,1.0,Keston BLEDMAN,88,TTO,H2,4.0,"Alexander Stadium, Birmingham (GBR)",10.07,1176
10.09,0.0,Richard THOMPSON,85,TTO,H2,2.0,"Crystal Palace, London (GBR)",5.08,1176
10.09,0.0,Kim COLLINS,76,SKN,F,5.0,"Letzigrund, Zürich (SUI)",8.09,1176
10.09,-0.8,Lerone CLARKE,81,JAM,F2,1.0,"Letzigrund, Zürich (SUI)",8.09,1180
10.1,1.2,Jaysuma SAIDY NDURE,84,NOR,H1,2.0,"Alexander Stadium, Birmingham (GBR)",10.07,1172
10.1,0.0,Daniel BAILEY,86,ANT,H2,3.0,"Crystal Palace, London (GBR)",5.08,1172
10.12,0.3,Mario FORSYTHE,85,JAM,F,3.0,"Shanghai Stadium, Shanghai (CHN)",15.05,1165
10.12,0.6,Kim COLLINS,76,SKN,F,4.0,"Stadio Olimpico, Roma (ITA)",26.05,1165
10.12,0.0,Nesta CARTER,85,JAM,F,6.0,"Letzigrund, Zürich (SUI)",8.09,1165
10.12,1.3,Justin GATLIN,82,USA,F,4.0,"Boudewijnstadion, Bruxelles (BEL)",16.09,1165
10.13,0.6,Richard THOMPSON,85,TTO,F,5.0,"Stadio Olimpico, Roma (ITA)",26.05,1162
10.13,1.2,Michael RODGERS,85,USA,H1,3.0,"Alexander Stadium, Birmingham (GBR)",10.07,1162
10.13,1.3,Jimmy VICAUT,92,FRA,F,5.0,"Boudewijnstadion, Bruxelles (BEL)",16.09,1162
10.14,-0.6,Yohan BLAKE,89,JAM,H1,1.0,"Crystal Palace, London (GBR)",5.08,1162
10.14,-1.6,Daniel BAILEY,86,ANT,F,3.0,"Crystal Palace, London (GBR)",5.08,1168
10.14,1.3,Harry AIKINES-ARYEETEY,88,GBR,F,6.0,"Boudewijnstadion, Bruxelles (BEL)",16.09,1159
10.15,-1.6,Richard THOMPSON,85,TTO,F,4.0,"Crystal Palace, London (GBR)",5.08,1164
10.15,-1.6,Trell KIMMONS,85,USA,F,5.0,"Crystal Palace, London (GBR)",5.08,1164
10.19,0.3,Churandy MARTINA,84,NED,F,4.0,"Shanghai Stadium, Shanghai (CHN)",15.05,1142
10.19,1.2,Marlon DEVONISH,76,GBR,H1,4.0,"Alexander Stadium, Birmingham (GBR)",10.07,1142
10.19,-0.6,Trell KIMMONS,85,USA,H1,2.0,"Crystal Palace, London (GBR)",5.08,1145
10.19,1.3,Mark LEWIS-FRANCIS,82,GBR,F,7.0,"Boudewijnstadion, Bruxelles (BEL)",16.09,1142
10.19,1.3,Travis PADGETT,86,USA,F,8.0,"Boudewijnstadion, Bruxelles (BEL)",16.09,1142
10.2,0.6,Rae Monzavous EDWARDS,81,USA,F,6.0,"Stadio Olimpico, Roma (ITA)",26.05,1138
10.2,-0.6,Keston BLEDMAN,88,TTO,H1,3.0,"Crystal Palace, London (GBR)",5.08,1141
10.2,0.0,Jaysuma SAIDY NDURE,84,NOR,F,7.0,"Letzigrund, Zürich (SUI)",8.09,1138
10.21,0.6,Mario FORSYTHE,85,JAM,F,7.0,"Stadio Olimpico, Roma (ITA)",26.05,1135
10.21,1.0,Churandy MARTINA,84,NED,F,6.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",30.06,1135
10.21,1.0,Francis OBIKWELU,78,POR,F,6.0,"Stade Louis II, Monaco (MON)",22.07,1135
10.21,1.3,Aziz OUHADI,84,MAR,F,9.0,"Boudewijnstadion, Bruxelles (BEL)",16.09,1135
10.22,0.4,Keston BLEDMAN,88,TTO,F,5.0,"Alexander Stadium, Birmingham (GBR)",10.07,1132
10.23,1.0,Harry AIKINES-ARYEETEY,88,GBR,H2,5.0,"Alexander Stadium, Birmingham (GBR)",10.07,1128
10.23,1.0,Craig PICKERING,86,GBR,H2,6.0,"Alexander Stadium, Birmingham (GBR)",10.07,1128
10.23,-1.6,Keston BLEDMAN,88,TTO,F,6.0,"Crystal Palace, London (GBR)",5.08,1137
10.23,0.0,Richard THOMPSON,85,TTO,F,8.0,"Letzigrund, Zürich (SUI)",8.09,1128
10.24,1.0,Churandy MARTINA,84,NED,F,7.0,"Stade Louis II, Monaco (MON)",22.07,1125
10.25,0.4,Marlon DEVONISH,76,GBR,F,6.0,"Alexander Stadium, Birmingham (GBR)",10.07,1122
10.25,-0.8,Travis PADGETT,86,USA,F2,2.0,"Letzigrund, Zürich (SUI)",8.09,1126
10.26,-3.4,Steve MULLINGS,82,JAM,F1,1.0,"Icahn Stadium, New York, NY (USA)",11.06,1138
10.26,-3.4,Tyson GAY,82,USA,F1,2.0,"Icahn Stadium, New York, NY (USA)",11.06,1138
10.26,1.2,Trell KIMMONS,85,USA,H1,5.0,"Alexander Stadium, Birmingham (GBR)",10.07,1118
10.26,-0.8,Ainsley WAUGH,81,JAM,F2,3.0,"Letzigrund, Zürich (SUI)",8.09,1122
10.29,1.2,Reto Amaru SCHENKEL,88,SUI,F,1.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",30.06,1108
10.29,-0.6,Harry AIKINES-ARYEETEY,88,GBR,H1,4.0,"Crystal Palace, London (GBR)",5.08,1111
10.3,-0.6,Remaldo ROSE,87,JAM,H1,5.0,"Crystal Palace, London (GBR)",5.08,1108
10.3,0.0,Mark LEWIS-FRANCIS,82,GBR,H2,4.0,"Crystal Palace, London (GBR)",5.08,1105
10.31,0.3,Rae Monzavous EDWARDS,81,USA,F,5.0,"Shanghai Stadium, Shanghai (CHN)",15.05,1102
10.31,0.6,Lerone CLARKE,81,JAM,F,8.0,"Stadio Olimpico, Roma (ITA)",26.05,1102
10.31,0.9,Jared CONNAUGHTON,85,CAN,F1,1.0,"Stadio Olimpico, Roma (ITA)",26.05,1102
10.31,-0.8,Harry AIKINES-ARYEETEY,88,GBR,F2,4.0,"Letzigrund, Zürich (SUI)",8.09,1106
10.32,0.0,Marlon DEVONISH,76,GBR,H2,5.0,"Crystal Palace, London (GBR)",5.08,1099
10.33,-3.4,Keston BLEDMAN,88,TTO,F1,3.0,"Icahn Stadium, New York, NY (USA)",11.06,1115
10.33,1.2,James ELLINGTON,85,GBR,H1,6.0,"Alexander Stadium, Birmingham (GBR)",10.07,1095
10.33,-1.6,Harry AIKINES-ARYEETEY,88,GBR,F,7.0,"Crystal Palace, London (GBR)",5.08,1104
10.33,0.0,Trell KIMMONS,85,USA,F,9.0,"Letzigrund, Zürich (SUI)",8.09,1095
10.33,-0.8,Marlon DEVONISH,76,GBR,F2,5.0,"Letzigrund, Zürich (SUI)",8.09,1099
10.34,1.2,Christian MALCOLM,79,GBR,H1,7.0,"Alexander Stadium, Birmingham (GBR)",10.07,1092
10.34,-0.6,Kim COLLINS,76,SKN,H1,6.0,"Crystal Palace, London (GBR)",5.08,1095
10.34,-0.6,Craig PICKERING,86,GBR,H1,7.0,"Crystal Palace, London (GBR)",5.08,1095
10.34,-0.8,Reto Amaru SCHENKEL,88,SUI,F2,6.0,"Letzigrund, Zürich (SUI)",8.09,1096
10.36,0.3,Peimeng ZHANG,87,CHN,F,6.0,"Shanghai Stadium, Shanghai (CHN)",15.05,1085
10.36,-3.4,Nickel ASHMEADE,90,JAM,F1,4.0,"Icahn Stadium, New York, NY (USA)",11.06,1105
10.36,-0.8,Mark LEWIS-FRANCIS,82,GBR,F2,7.0,"Letzigrund, Zürich (SUI)",8.09,1089
10.37,0.3,Yi LAO,85,CHN,F,7.0,"Shanghai Stadium, Shanghai (CHN)",15.05,1082
10.38,-0.4,Gavin SMELLIE,86,CAN,F2,1.0,"Stadio Olimpico, Roma (ITA)",26.05,1081
10.38,-3.4,Michael RODGERS,85,USA,F1,5.0,"Icahn Stadium, New York, NY (USA)",11.06,1099
10.38,1.0,Mark LEWIS-FRANCIS,82,GBR,H2,7.0,"Alexander Stadium, Birmingham (GBR)",10.07,1079
10.4,0.6,J-Mee SAMUELS,87,USA,F,9.0,"Stadio Olimpico, Roma (ITA)",26.05,1072
10.4,-0.2,James ELLINGTON,85,GBR,F1,1.0,"Letzigrund, Zürich (SUI)",8.09,1073
10.4,-0.8,Ivory WILLIAMS,85,USA,F2,8.0,"Letzigrund, Zürich (SUI)",8.09,1076
10.42,1.0,Andrew HINDS,84,BAR,H2,8.0,"Alexander Stadium, Birmingham (GBR)",10.07,1066
10.43,-0.2,Paweł STEMPEL,87,POL,F1,2.0,"Letzigrund, Zürich (SUI)",8.09,1064
10.44,-0.2,Michael TUMI,90,ITA,F1,3.0,"Letzigrund, Zürich (SUI)",8.09,1060
10.45,0.9,Michael TUMI,90,ITA,F1,2.0,"Stadio Olimpico, Roma (ITA)",26.05,1056
10.47,-3.0,Marvin BRACY-WILLIAMS,93,USA,F,1.0,"Icahn Stadium, New York, NY (USA)",11.06,1068
10.47,1.2,Alex WILSON,90,SUI,F,2.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",30.06,1050
10.47,-0.6,Gerald PHIRI,88,ZAM,H1,8.0,"Crystal Palace, London (GBR)",5.08,1053
10.47,-0.8,Alex SCHAF,87,GER,F2,9.0,"Letzigrund, Zürich (SUI)",8.09,1054
10.48,-3.0,Sean MCLEAN,92,USA,F,2.0,"Icahn Stadium, New York, NY (USA)",11.06,1065
10.49,0.9,Dariusz KUĆ,86,POL,F1,3.0,"Stadio Olimpico, Roma (ITA)",26.05,1043
10.49,1.0,Felix GÖLTL,90,GER,F,7.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",30.06,1043
10.5,0.9,Teddy TINMAR,87,FRA,F1,4.0,"Stadio Olimpico, Roma (ITA)",26.05,1040
10.5,-0.4,Yazaldes NASCIMENTO,86,POR,F2,2.0,"Stadio Olimpico, Roma (ITA)",26.05,1042
10.5,-1.5,Kimmari ROACH,89,JAM,F2,1.0,"Icahn Stadium, New York, NY (USA)",11.06,1049
10.51,0.3,Shinji TAKAHIRA,84,JPN,F,8.0,"Shanghai Stadium, Shanghai (CHN)",15.05,1037
10.51,-3.4,Trell KIMMONS,85,USA,F1,6.0,"Icahn Stadium, New York, NY (USA)",11.06,1057
10.53,-0.4,Giovanni CODRINGTON,88,NED,F2,3.0,"Stadio Olimpico, Roma (ITA)",26.05,1033
10.53,-1.5,Rondel SORRILLO,86,TTO,F2,2.0,"Icahn Stadium, New York, NY (USA)",11.06,1040
10.54,0.0,Martial MBANDJOCK,85,FRA,H2,6.0,"Crystal Palace, London (GBR)",5.08,1027
10.54,0.0,Rikki FIFTON,85,GBR,H2,7.0,"Crystal Palace, London (GBR)",5.08,1027
10.56,-0.4,Aleixo Platini MENGA,87,GER,F2,4.0,"Stadio Olimpico, Roma (ITA)",26.05,1023
10.56,-1.5,Marc BURNS,83,TTO,F2,3.0,"Icahn Stadium, New York, NY (USA)",11.06,1030
10.56,-1.5,Leroy DIXON,83,USA,F2,4.0,"Icahn Stadium, New York, NY (USA)",11.06,1030
10.57,-0.4,Delmas OBOU,91,ITA,F2,5.0,"Stadio Olimpico, Roma (ITA)",26.05,1020
10.57,-0.2,Emanuele DI GREGORIO,80,ITA,F1,4.0,"Letzigrund, Zürich (SUI)",8.09,1019
10.58,0.9,Carlos NASCIMENTO,94,POR,F1,5.0,"Stadio Olimpico, Roma (ITA)",26.05,1015
10.58,-0.4,Roberto DONATI,83,ITA,F2,6.0,"Stadio Olimpico, Roma (ITA)",26.05,1017
10.58,1.0,Pascal MANCINI,89,SUI,F,8.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",30.06,1015
10.59,-3.0,Remontay MCCLAIN,92,USA,F,3.0,"Icahn Stadium, New York, NY (USA)",11.06,1029
10.59,-0.2,Sven KNIPPHALS,85,GER,F1,5.0,"Letzigrund, Zürich (SUI)",8.09,1012
10.59,-0.2,Kamil MASZTAK,84,POL,F1,6.0,"Letzigrund, Zürich (SUI)",8.09,1012
10.6,0.9,Christian BLUM,87,GER,F1,6.0,"Stadio Olimpico, Roma (ITA)",26.05,1008
10.6,-1.5,Jason SMYTH,87,IRL,F2,5.0,"Icahn Stadium, New York, NY (USA)",11.06,1017
10.61,1.2,Aron BEYENE,85,SUI,F,3.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",30.06,1005
10.62,0.9,Jerrel FELLER,87,NED,F1,7.0,"Stadio Olimpico, Roma (ITA)",26.05,1002
10.66,0.9,Eduard VILES,91,ESP,F1,8.0,"Stadio Olimpico, Roma (ITA)",26.05,990
10.68,-0.4,Olaf PARUZEL,88,POL,F2,7.0,"Stadio Olimpico, Roma (ITA)",26.05,985
10.72,-3.0,LeVonte WHITFIELD,93,USA,F,4.0,"Icahn Stadium, New York, NY (USA)",11.06,989
10.73,0.9,Prince KWIDAMA,85,NED,F1,9.0,"Stadio Olimpico, Roma (ITA)",26.05,968
10.73,-3.0,Thomas TYNER,94,USA,F,5.0,"Icahn Stadium, New York, NY (USA)",11.06,986
10.74,-0.4,Yannick LESOURD,88,FRA,F2,8.0,"Stadio Olimpico, Roma (ITA)",26.05,967
10.76,-0.4,Iván Jesús RAMOS,90,ESP,F2,9.0,"Stadio Olimpico, Roma (ITA)",26.05,961
10.76,1.2,Andreas BAUMANN,79,SUI,F,4.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",30.06,959
10.78,-0.2,Artur ZACZEK,89,POL,F1,7.0,"Letzigrund, Zürich (SUI)",8.09,953
10.79,1.2,Steven GUGERLI,85,SUI,F,5.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",30.06,949
10.85,-3.0,Jaylon HICKS,93,USA,F,6.0,"Icahn Stadium, New York, NY (USA)",11.06,949
10.87,1.2,Kwasi ASANTE OFOSU,88,SUI,F,6.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",30.06,925
10.89,1.2,Yanier BELLO,95,SUI,F,7.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",30.06,919
10.9,-3.0,Aaron ERNEST,93,USA,F,7.0,"Icahn Stadium, New York, NY (USA)",11.06,934
10.9,1.2,Kim COLLINS,76,SKN,H1,8.0,"Alexander Stadium, Birmingham (GBR)",10.07,916
10.93,1.2,Rolf FONGUÉ,87,SUI,F,8.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",30.06,907
10.94,-0.2,Simone COLLIO,79,ITA,F1,8.0,"Letzigrund, Zürich (SUI)",8.09,905
10.96,-0.5,Robin VANDERBEMDEN,94,BEL,F,1.0,"Boudewijnstadion, Bruxelles (BEL)",16.09,901
11.01,-0.5,Carl ARMFELT,84,SWE,F,1.0,"Olympiastadion, Stockholm (SWE)",29.07,886
11.04,-0.5,Sunday OJURI,93,SWE,F,2.0,"Olympiastadion, Stockholm (SWE)",29.07,877
11.07,-0.5,Taulant DAUTAJ,90,SWE,F,3.0,"Olympiastadion, Stockholm (SWE)",29.07,869
11.15,-0.5,Mathias BROOTHAERTS,94,BEL,F,2.0,"Boudewijnstadion, Bruxelles (BEL)",16.09,845
11.16,-0.5,Petter OLSON,91,SWE,F,4.0,"Olympiastadion, Stockholm (SWE)",29.07,843
11.22,-0.5,Oumar DIALLO,94,BEL,F,3.0,"Boudewijnstadion, Bruxelles (BEL)",16.09,825
11.27,-0.5,Jonathan WULFF,94,SWE,F,5.0,"Olympiastadion, Stockholm (SWE)",29.07,811
11.29,-0.5,Nils-Göran NILSSON,88,SWE,F,6.0,"Olympiastadion, Stockholm (SWE)",29.07,806
11.31,-0.5,Lorijn VERBRUGGHE,94,BEL,F,4.0,"Boudewijnstadion, Bruxelles (BEL)",16.09,800
11.34,-0.5,Judel KIBONDO,86,SWE,F,7.0,"Olympiastadion, Stockholm (SWE)",29.07,792
11.36,-0.5,Alan DE MEULEMEESTER,95,BEL,F,5.0,"Boudewijnstadion, Bruxelles (BEL)",16.09,786
11.47,-3.0,Bradley SYLVE,93,USA,F,8.0,"Icahn Stadium, New York, NY (USA)",11.06,771
11.47,-0.5,Charles NIESEN,94,BEL,F,6.0,"Boudewijnstadion, Bruxelles (BEL)",16.09,756
11.57,-0.5,Olivier THOMAS,94,BEL,F,7.0,"Boudewijnstadion, Bruxelles (BEL)",16.09,729
11.7,-0.5,Joshi VERMEIRE,94,BEL,F,8.0,"Boudewijnstadion, Bruxelles (BEL)",16.09,694
9.69,-0.1,Yohan BLAKE,89,JAM,F,1.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",23.08,1316
9.76,-0.1,Usain BOLT,86,JAM,F,1.0,"Stadio Olimpico, Roma (ITA)",31.05,1291
9.76,1.4,Yohan BLAKE,89,JAM,F,1.0,"Letzigrund, Zürich (SUI)",30.08,1291
9.79,0.6,Usain BOLT,86,JAM,F,1.0,"Bislett Stadion, Oslo (NOR)",7.06,1280
9.85,0.6,Asafa POWELL,82,JAM,F,2.0,"Bislett Stadion, Oslo (NOR)",7.06,1259
9.86,0.3,Usain BOLT,86,JAM,F,1.0,"Boudewijnstadion, Bruxelles (BEL)",7.09,1255
9.87,0.4,Justin GATLIN,82,USA,F,1.0,"Suhaim bin Hamad Stadium, Doha (QAT)",11.05,1252
9.88,0.4,Asafa POWELL,82,JAM,F,2.0,"Suhaim bin Hamad Stadium, Doha (QAT)",11.05,1248
9.9,1.3,Justin GATLIN,82,USA,F,1.0,"Hayward Field, Eugene, OR (USA)",2.06,1241
9.9,0.7,Yohan BLAKE,89,JAM,F1,1.0,"Icahn Stadium, New York, NY (USA)",9.06,1241
9.91,-0.1,Asafa POWELL,82,JAM,F,2.0,"Stadio Olimpico, Roma (ITA)",31.05,1238
9.93,1.3,Nickel ASHMEADE,90,JAM,F,2.0,"Hayward Field, Eugene, OR (USA)",2.06,1231
9.93,0.7,Keston BLEDMAN,88,TTO,F1,2.0,"Icahn Stadium, New York, NY (USA)",9.06,1231
9.93,0.7,Ryan BAILEY,89,USA,F,1.0,"Olympiastadion, Stockholm (SWE)",17.08,1231
9.95,-0.1,Nesta CARTER,85,JAM,F,2.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",23.08,1224
9.95,1.4,Nesta CARTER,85,JAM,F,2.0,"Letzigrund, Zürich (SUI)",30.08,1224
9.96,0.3,Nesta CARTER,85,JAM,F,2.0,"Boudewijnstadion, Bruxelles (BEL)",7.09,1220
9.97,1.4,Ryan BAILEY,89,USA,F,3.0,"Letzigrund, Zürich (SUI)",30.08,1217
9.97,0.3,Kemar BAILEY-COLE,92,JAM,F,3.0,"Boudewijnstadion, Bruxelles (BEL)",7.09,1217
9.99,0.4,Lerone CLARKE,81,JAM,F,3.0,"Suhaim bin Hamad Stadium, Doha (QAT)",11.05,1210
9.99,0.7,Michael RODGERS,85,USA,F1,3.0,"Icahn Stadium, New York, NY (USA)",9.06,1210
9.99,0.0,Tyson GAY,82,USA,F,1.0,Paris (FRA),6.07,1210
10.0,0.4,Michael RODGERS,85,USA,F,4.0,"Suhaim bin Hamad Stadium, Doha (QAT)",11.05,1206
10.0,-1.5,Tyson GAY,82,USA,F2,1.0,"Icahn Stadium, New York, NY (USA)",9.06,1215
10.0,-0.1,Ryan BAILEY,89,USA,F,3.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",23.08,1206
10.01,1.4,Kim COLLINS,76,SKN,F,4.0,"Letzigrund, Zürich (SUI)",30.08,1203
10.02,-0.4,Asafa POWELL,82,JAM,F,1.0,"Shanghai Stadium, Shanghai (CHN)",19.05,1201
10.02,-0.1,Jimmy VICAUT,92,FRA,F,4.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",23.08,1199
10.03,0.0,Justin GATLIN,82,USA,F,2.0,Paris (FRA),6.07,1196
10.03,-1.2,Tyson GAY,82,USA,F,1.0,"Crystal Palace, London (GBR)",13.07,1203
10.03,0.3,Kim COLLINS,76,SKN,F,4.0,"Boudewijnstadion, Bruxelles (BEL)",7.09,1196
10.03,0.3,Nickel ASHMEADE,90,JAM,F,5.0,"Boudewijnstadion, Bruxelles (BEL)",7.09,1196
10.04,-0.1,Christophe LEMAITRE,90,FRA,F,3.0,"Stadio Olimpico, Roma (ITA)",31.05,1193
10.04,1.3,Trell KIMMONS,85,USA,F,3.0,"Hayward Field, Eugene, OR (USA)",2.06,1193
10.04,1.3,Walter DIX,86,USA,F,4.0,"Hayward Field, Eugene, OR (USA)",2.06,1193
10.04,1.4,Michael FRATER,82,JAM,F,5.0,"Letzigrund, Zürich (SUI)",30.08,1193
10.04,0.3,Ryan BAILEY,89,USA,F,6.0,"Boudewijnstadion, Bruxelles (BEL)",7.09,1193
10.05,0.4,Nesta CARTER,85,JAM,F,5.0,"Suhaim bin Hamad Stadium, Doha (QAT)",11.05,1189
10.05,-0.1,Kim COLLINS,76,SKN,F,4.0,"Stadio Olimpico, Roma (ITA)",31.05,1189
10.05,1.3,Darvis PATTON,77,USA,F,5.0,"Hayward Field, Eugene, OR (USA)",2.06,1189
10.05,1.3,Nesta CARTER,85,JAM,F,6.0,"Hayward Field, Eugene, OR (USA)",2.06,1189
10.06,-1.5,Ryan BAILEY,89,USA,H1,1.0,"Crystal Palace, London (GBR)",13.07,1195
10.06,0.7,Nesta CARTER,85,JAM,F,2.0,"Olympiastadion, Stockholm (SWE)",17.08,1186
10.06,0.3,Jimmy VICAUT,92,FRA,F,7.0,"Boudewijnstadion, Bruxelles (BEL)",7.09,1186
10.07,1.3,Michael RODGERS,85,USA,F,7.0,"Hayward Field, Eugene, OR (USA)",2.06,1182
10.07,1.4,Christophe LEMAITRE,90,FRA,F,6.0,"Letzigrund, Zürich (SUI)",30.08,1182
10.08,-0.4,Michael RODGERS,85,USA,F,2.0,"Shanghai Stadium, Shanghai (CHN)",19.05,1181
10.08,0.0,Christophe LEMAITRE,90,FRA,F,3.0,Paris (FRA),6.07,1179
10.08,1.4,Darvis PATTON,77,USA,F,7.0,"Letzigrund, Zürich (SUI)",30.08,1179
10.09,0.7,Richard THOMPSON,85,TTO,F1,4.0,"Icahn Stadium, New York, NY (USA)",9.06,1176
10.09,-1.2,Ryan BAILEY,89,USA,F,2.0,"Crystal Palace, London (GBR)",13.07,1183
10.1,0.6,Lerone CLARKE,81,JAM,F,3.0,"Bislett Stadion, Oslo (NOR)",7.06,1172
10.11,0.4,Darvis PATTON,77,USA,F,6.0,"Suhaim bin Hamad Stadium, Doha (QAT)",11.05,1169
10.12,0.7,Michael FRATER,82,JAM,F,3.0,"Olympiastadion, Stockholm (SWE)",17.08,1165
10.13,-1.2,Nesta CARTER,85,JAM,F,3.0,"Crystal Palace, London (GBR)",13.07,1169
10.13,-0.1,Jaysuma SAIDY NDURE,84,NOR,F,5.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",23.08,1162
10.13,-0.7,Kemar BAILEY-COLE,92,JAM,F2,1.0,"Letzigrund, Zürich (SUI)",30.08,1166
10.14,0.4,Jak Ali HARVEY,89,JAM,F,7.0,"Suhaim bin Hamad Stadium, Doha (QAT)",11.05,1159
10.14,1.3,Emmanuel CALLENDER,84,TTO,F,8.0,"Hayward Field, Eugene, OR (USA)",2.06,1159
10.14,0.0,Nickel ASHMEADE,90,JAM,F,4.0,Paris (FRA),6.07,1159
10.14,0.0,Michael FRATER,82,JAM,F,5.0,Paris (FRA),6.07,1159
10.14,0.7,Jaysuma SAIDY NDURE,84,NOR,F,1.0,"Olympiastadion, Stockholm (SWE)",17.08,1159
10.14,-0.1,Keston BLEDMAN,88,TTO,F,6.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",23.08,1159
10.15,0.7,Trell KIMMONS,85,USA,F1,5.0,"Icahn Stadium, New York, NY (USA)",9.06,1155
10.15,-1.5,Nesta CARTER,85,JAM,H1,2.0,"Crystal Palace, London (GBR)",13.07,1164
10.15,-0.7,Michael FRATER,82,JAM,H2,1.0,"Crystal Palace, London (GBR)",13.07,1159
10.15,-0.7,Tyson GAY,82,USA,H2,2.0,"Crystal Palace, London (GBR)",13.07,1159
10.15,-1.2,Michael FRATER,82,JAM,F,4.0,"Crystal Palace, London (GBR)",13.07,1162
10.15,0.7,Darvis PATTON,77,USA,F,4.0,"Olympiastadion, Stockholm (SWE)",17.08,1155
10.15,-0.7,Adam GEMILI,93,GBR,F2,2.0,"Letzigrund, Zürich (SUI)",30.08,1159
10.16,-0.4,Nesta CARTER,85,JAM,F,3.0,"Shanghai Stadium, Shanghai (CHN)",19.05,1154
10.16,-0.1,Lerone CLARKE,81,JAM,F,5.0,"Stadio Olimpico, Roma (ITA)",31.05,1152
10.16,0.0,Michael RODGERS,85,USA,F,6.0,Paris (FRA),6.07,1152
10.16,-0.7,Trell KIMMONS,85,USA,H2,3.0,"Crystal Palace, London (GBR)",13.07,1156
10.18,0.0,Trell KIMMONS,85,USA,F,7.0,Paris (FRA),6.07,1145
10.18,-1.5,Michael RODGERS,85,USA,H1,3.0,"Crystal Palace, London (GBR)",13.07,1154
10.19,-0.7,Kim COLLINS,76,SKN,H2,4.0,"Crystal Palace, London (GBR)",13.07,1146
10.19,-1.2,Michael RODGERS,85,USA,F,5.0,"Crystal Palace, London (GBR)",13.07,1149
10.19,-1.2,Trell KIMMONS,85,USA,F,6.0,"Crystal Palace, London (GBR)",13.07,1149
10.19,1.4,Jaysuma SAIDY NDURE,84,NOR,F,8.0,"Letzigrund, Zürich (SUI)",30.08,1142
10.2,0.6,Justyn WARNER,87,CAN,F,4.0,"Bislett Stadion, Oslo (NOR)",7.06,1138
10.2,0.7,Daniel BAILEY,86,ANT,F1,6.0,"Icahn Stadium, New York, NY (USA)",9.06,1138
10.2,0.0,Richard THOMPSON,85,TTO,F,8.0,Paris (FRA),6.07,1138
10.21,0.7,Gerald PHIRI,88,ZAM,F1,7.0,"Icahn Stadium, New York, NY (USA)",9.06,1135
10.21,-0.7,Kemar HYMAN,89,CAY,H2,5.0,"Crystal Palace, London (GBR)",13.07,1139
10.21,-0.7,James DASAOLU,87,GBR,F2,3.0,"Letzigrund, Zürich (SUI)",30.08,1139
10.22,-0.4,Darvis PATTON,77,USA,F,4.0,"Shanghai Stadium, Shanghai (CHN)",19.05,1134
10.22,0.7,Adam GEMILI,93,GBR,F,5.0,"Olympiastadion, Stockholm (SWE)",17.08,1132
10.23,-0.1,Kimmari ROACH,89,JAM,F,6.0,"Stadio Olimpico, Roma (ITA)",31.05,1128
10.23,0.7,Travis PADGETT,86,USA,F1,8.0,"Icahn Stadium, New York, NY (USA)",9.06,1128
10.23,0.7,Richard THOMPSON,85,TTO,F,6.0,"Olympiastadion, Stockholm (SWE)",17.08,1128
10.23,0.3,Gerald PHIRI,88,ZAM,F,8.0,"Boudewijnstadion, Bruxelles (BEL)",7.09,1128
10.24,-0.1,Jak Ali HARVEY,89,JAM,F,7.0,"Stadio Olimpico, Roma (ITA)",31.05,1125
10.24,0.7,Gerald PHIRI,88,ZAM,F,7.0,"Olympiastadion, Stockholm (SWE)",17.08,1125
10.25,-1.2,Kemar HYMAN,89,CAY,F,7.0,"Crystal Palace, London (GBR)",13.07,1129
10.26,-0.4,Mario FORSYTHE,85,JAM,F,5.0,"Shanghai Stadium, Shanghai (CHN)",19.05,1120
