,Unnamed: 0,results,wind,athlete,birth_year,nationality,race,place,venue,date,rs
42,42,10.14,-0.1,Michael RODGERS,85,USA,F,7.0,Paris (FRA),27.08,1159
43,43,10.15,1.0,Chijindu UJAH,94,GBR,F1,6.0,"Stadio Olimpico, Roma (ITA)",2.06,1155
44,44,10.15,0.3,Richard KILTY,89,GBR,H2,4.0,"Olympic Stadium, London (GBR)",22.07,1155
45,45,10.15,0.5,Churandy MARTINA,84,NED,F,4.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",25.08,1155
46,46,10.15,-0.1,Chijindu UJAH,94,GBR,F,8.0,Paris (FRA),27.08,1155
47,47,10.15,0.4,Michael RODGERS,85,USA,F,9.0,"Letzigrund, Zürich (SUI)",1.09,1155
48,48,10.16,1.0,Churandy MARTINA,84,NED,F1,7.0,"Stadio Olimpico, Roma (ITA)",2.06,1152
49,49,10.16,0.3,Kim COLLINS,76,SKN,H2,5.0,"Olympic Stadium, London (GBR)",22.07,1152
50,50,10.16,0.4,Chijindu UJAH,94,GBR,F,6.0,"Olympic Stadium, London (GBR)",22.07,1152
51,51,10.16,0.4,Richard KILTY,89,GBR,F,7.0,"Olympic Stadium, London (GBR)",22.07,1152
52,52,10.17,0.0,Kim COLLINS,76,SKN,F,4.0,"Shanghai Stadium, Shanghai (CHN)",14.05,1148
53,53,10.17,0.1,Marvin BRACY-WILLIAMS,93,USA,H1,2.0,"Olympic Stadium, London (GBR)",22.07,1148
54,54,10.18,0.6,Ameer WEBB,91,USA,F,4.0,"Bislett Stadion, Oslo (NOR)",9.06,1145
55,55,10.18,-0.8,Jak Ali HARVEY,89,TUR,F,1.0,"Olympiastadion, Stockholm (SWE)",16.06,1149
56,56,10.19,0.1,Michael RODGERS,85,USA,H1,3.0,"Olympic Stadium, London (GBR)",22.07,1142
57,57,10.19,0.4,Michael RODGERS,85,USA,F,8.0,"Olympic Stadium, London (GBR)",22.07,1142
58,58,10.2,0.6,Christophe LEMAITRE,90,FRA,F,5.0,"Bislett Stadion, Oslo (NOR)",9.06,1138
59,59,10.21,0.1,Isiah YOUNG,90,USA,H1,4.0,"Olympic Stadium, London (GBR)",22.07,1135
60,60,10.22,0.0,Isiah YOUNG,90,USA,F,5.0,"Shanghai Stadium, Shanghai (CHN)",14.05,1132
61,61,10.22,1.0,Abdul Hakim SANI BROWN,99,JPN,F1,2.0,"Shanghai Stadium, Shanghai (CHN)",14.05,1132
62,62,10.23,0.0,Julian FORTE,93,JAM,F,6.0,"Shanghai Stadium, Shanghai (CHN)",14.05,1128
63,63,10.23,0.1,Michael FRATER,82,JAM,H1,5.0,"Olympic Stadium, London (GBR)",22.07,1128
64,64,10.23,0.3,Harry AIKINES-ARYEETEY,88,GBR,H2,6.0,"Olympic Stadium, London (GBR)",22.07,1128
65,65,10.24,0.0,Ramon GITTENS,87,BAR,F,7.0,"Shanghai Stadium, Shanghai (CHN)",14.05,1125
66,66,10.24,-0.8,Sean MCLEAN,92,USA,F,4.0,"Alexander Stadium, Birmingham (GBR)",5.06,1129
67,67,10.24,0.1,James DASAOLU,87,GBR,H1,6.0,"Olympic Stadium, London (GBR)",22.07,1125
68,68,10.24,0.3,Akeem HAYNES,92,CAN,H2,7.0,"Olympic Stadium, London (GBR)",22.07,1125
69,69,10.24,0.5,Kim COLLINS,76,SKN,F,5.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",25.08,1125
70,70,10.25,-0.8,Isiah YOUNG,90,USA,F,5.0,"Alexander Stadium, Birmingham (GBR)",5.06,1126
71,71,10.25,-0.8,Ben Youssef MEITÉ,86,CIV,F,2.0,"Olympiastadion, Stockholm (SWE)",16.06,1126
72,72,10.26,1.0,Andrew FISHER,91,BRN,F1,3.0,"Shanghai Stadium, Shanghai (CHN)",14.05,1118
73,73,10.26,1.0,Isiah YOUNG,90,USA,F1,8.0,"Stadio Olimpico, Roma (ITA)",2.06,1118
74,74,10.26,0.1,Ojie EDOBURUN,96,GBR,H1,7.0,"Olympic Stadium, London (GBR)",22.07,1118
75,75,10.26,0.3,Richard THOMPSON,85,TTO,H2,8.0,"Olympic Stadium, London (GBR)",22.07,1118
76,76,10.29,-0.8,Adam GEMILI,93,GBR,F,6.0,"Alexander Stadium, Birmingham (GBR)",5.06,1112
77,77,10.29,0.1,Aaron BROWN,92,CAN,H1,8.0,"Olympic Stadium, London (GBR)",22.07,1108
78,78,10.3,-0.7,Xingqiang TANG,95,CHN,F2,1.0,"Shanghai Stadium, Shanghai (CHN)",14.05,1109
79,79,10.3,0.5,Solomon BOCKARIE,87,NED,F,6.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",25.08,1105
80,80,10.31,0.0,Zhenye XIE,93,CHN,F,8.0,"Shanghai Stadium, Shanghai (CHN)",14.05,1102
81,81,10.31,-0.8,Daniel BAILEY,86,ANT,F,3.0,"Olympiastadion, Stockholm (SWE)",16.06,1106
82,82,10.31,-0.8,Dentarius LOCKE,89,USA,F,4.0,"Olympiastadion, Stockholm (SWE)",16.06,1106
83,83,10.31,-0.8,Richard KILTY,89,GBR,F,5.0,"Olympiastadion, Stockholm (SWE)",16.06,1106
84,84,10.32,0.6,Sean MCLEAN,92,USA,F,6.0,"Bislett Stadion, Oslo (NOR)",9.06,1099
85,85,10.32,0.1,Solomon BOCKARIE,87,NED,H1,9.0,"Olympic Stadium, London (GBR)",22.07,1099
86,86,10.34,0.3,Everton CLARKE,92,JAM,H2,9.0,"Olympic Stadium, London (GBR)",22.07,1092
87,87,10.35,0.6,Wilfried KOFFI HUA,87,CIV,F,7.0,"Bislett Stadion, Oslo (NOR)",9.06,1089
88,88,10.38,1.0,Justin WALKER,90,USA,F1,4.0,"Shanghai Stadium, Shanghai (CHN)",14.05,1079
89,89,10.4,1.0,Jack HALE,98,AUS,F1,5.0,"Shanghai Stadium, Shanghai (CHN)",14.05,1072
90,90,10.4,-0.7,Haiyang XU,92,CHN,F2,2.0,"Shanghai Stadium, Shanghai (CHN)",14.05,1076
91,91,10.4,0.4,Solomon BOCKARIE,87,NED,F2,2.0,"Stadio Olimpico, Roma (ITA)",2.06,1072
92,92,10.41,0.4,Patrick VAN LUIJK,84,NED,F2,3.0,"Stadio Olimpico, Roma (ITA)",2.06,1069
93,93,10.41,0.4,Stuart DUTAMBY,94,FRA,F2,4.0,"Stadio Olimpico, Roma (ITA)",2.06,1069
94,94,10.41,0.3,Alex WILSON,90,SUI,F,1.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",25.08,1069
95,95,10.41,0.5,Alex WILSON,90,SUI,F,7.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",25.08,1069
96,96,10.43,0.5,Harry AIKINES-ARYEETEY,88,GBR,F,8.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",25.08,1063
97,97,10.44,1.0,Shavez HART,92,BAH,F1,6.0,"Shanghai Stadium, Shanghai (CHN)",14.05,1059
98,98,10.45,0.4,Méba Mickaël ZEZE,94,FRA,F2,5.0,"Stadio Olimpico, Roma (ITA)",2.06,1056
99,99,10.48,1.0,Xinyue PAN,93,CHN,F1,7.0,"Shanghai Stadium, Shanghai (CHN)",14.05,1047
100,100,10.48,1.2,Morten DALGÅRD MADSEN,95,DEN,F,1.0,"Bislett Stadion, Oslo (NOR)",9.06,1047
101,101,10.49,0.4,Przemysław SŁOWIKOWSKI,93,POL,F2,6.0,"Stadio Olimpico, Roma (ITA)",2.06,1043
102,102,10.49,0.3,Pascal MANCINI,89,SUI,F,2.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",25.08,1043
103,103,10.51,-0.7,Nick ANDREWS,97,AUS,F2,3.0,"Shanghai Stadium, Shanghai (CHN)",14.05,1041
104,104,10.51,-0.7,Przemysław SŁOWIKOWSKI,93,POL,F2,4.0,"Shanghai Stadium, Shanghai (CHN)",14.05,1041
105,105,10.53,0.4,Pascal MANCINI,89,SUI,F2,7.0,"Stadio Olimpico, Roma (ITA)",2.06,1031
106,106,10.54,-0.7,Jianliang MA,96,CHN,F2,5.0,"Shanghai Stadium, Shanghai (CHN)",14.05,1031
107,107,10.55,0.4,Hensley PAULINA,93,NED,F2,8.0,"Stadio Olimpico, Roma (ITA)",2.06,1024
108,108,10.56,-0.6,Cătălin CÎMPEANU,85,ROU,F1,1.0,"Olympiastadion, Stockholm (SWE)",16.06,1024
109,109,10.59,-0.7,Zhiqiang WU,94,CHN,F2,6.0,"Shanghai Stadium, Shanghai (CHN)",14.05,1015
110,110,10.59,-0.7,Krzysztof GRZEŚKOWIAK,93,POL,F2,7.0,"Shanghai Stadium, Shanghai (CHN)",14.05,1015
111,111,10.59,1.2,Håkon MORKEN,93,NOR,F,2.0,"Bislett Stadion, Oslo (NOR)",9.06,1011
112,112,10.6,-0.8,Jonathan QUARCOO,96,NOR,F,6.0,"Olympiastadion, Stockholm (SWE)",16.06,1012
113,113,10.61,0.3,Sylvain CHUARD,96,SUI,F,3.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",25.08,1005
114,114,10.63,1.0,Dariusz KUĆ,86,POL,F1,8.0,"Shanghai Stadium, Shanghai (CHN)",14.05,999
115,115,10.63,0.3,Florian CLIVAZ,94,SUI,F,4.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",25.08,999
116,116,10.65,0.0,Nicholas ARTUSO,98,ITA,F,1.0,"Stadio Olimpico, Roma (ITA)",2.06,993
117,117,10.65,0.1,Bastien ANYLA,86,FRA,F,1.0,Paris (FRA),27.08,993
118,118,10.66,0.0,Youxue MO,96,CHN,F,9.0,"Shanghai Stadium, Shanghai (CHN)",14.05,990
119,119,10.67,-0.7,Kamil KRYŃSKI,87,POL,F2,8.0,"Shanghai Stadium, Shanghai (CHN)",14.05,990
120,120,10.68,0.5,Qibang LIN,97,CHN,F,1.0,"Shanghai Stadium, Shanghai (CHN)",14.05,983
121,121,10.69,0.5,Yang YANG,97,CHN,F,2.0,"Shanghai Stadium, Shanghai (CHN)",14.05,980
122,122,10.69,-0.6,Petre Nicolae REZMIVES,97,ROU,F1,2.0,"Olympiastadion, Stockholm (SWE)",16.06,983
123,123,10.7,0.0,Hillary Wanderson POLANCO RIJO,97,ITA,F,2.0,"Stadio Olimpico, Roma (ITA)",2.06,977
124,124,10.74,0.5,Zhijian HUANG,98,CHN,F,3.0,"Shanghai Stadium, Shanghai (CHN)",14.05,965
125,125,10.8,1.2,Christian MARTHINUSSEN,83,NOR,F,3.0,"Bislett Stadion, Oslo (NOR)",9.06,946
126,126,10.8,1.2,Jostein Joshua FOSSØY,92,NOR,F,4.0,"Bislett Stadion, Oslo (NOR)",9.06,946
127,127,10.8,0.1,Armand-Warren TSHIAJI,91,FRA,F,2.0,Paris (FRA),27.08,946
128,128,10.82,-0.6,Jacob EWERTZH,95,SWE,F1,3.0,"Olympiastadion, Stockholm (SWE)",16.06,943
129,129,10.83,-0.8,Odain ROSE,92,SWE,F,7.0,"Olympiastadion, Stockholm (SWE)",16.06,941
130,130,10.84,0.5,Yao TANG,98,CHN,F,4.0,"Shanghai Stadium, Shanghai (CHN)",14.05,934
131,131,10.85,1.2,Michael ROSENBERG,90,NOR,F,5.0,"Bislett Stadion, Oslo (NOR)",9.06,931
132,132,10.86,0.0,Jamie Steve Dave	 ABE,98,ITA,F,3.0,"Stadio Olimpico, Roma (ITA)",2.06,928
133,133,10.86,-0.6,Gustav KJELL,96,SWE,F1,4.0,"Olympiastadion, Stockholm (SWE)",16.06,931
134,134,10.87,0.0,Fabrizio CEGLIE,99,ITA,F,4.0,"Stadio Olimpico, Roma (ITA)",2.06,925
135,135,10.87,-0.6,Håkon MORKEN,93,NOR,F1,5.0,"Olympiastadion, Stockholm (SWE)",16.06,928
136,136,10.88,-1.3,Ioan Andrei MELNICESCU,96,ROU,F2,1.0,"Olympiastadion, Stockholm (SWE)",16.06,929
137,137,10.89,-0.6,Chris BRUSENBACK,93,SWE,F1,6.0,"Olympiastadion, Stockholm (SWE)",16.06,922
138,138,10.9,0.3,Kevin DI NOCERA,94,SUI,F,5.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",25.08,916
139,139,10.92,0.5,Zhihong WANG,0,CHN,F,5.0,"Shanghai Stadium, Shanghai (CHN)",14.05,910
140,140,10.93,0.1,Kalilou BOVARE,99,FRA,F,3.0,Paris (FRA),27.08,907
141,141,10.95,1.0,Rakieem SALAAM,90,USA,F1,9.0,"Shanghai Stadium, Shanghai (CHN)",14.05,901
142,142,10.99,0.0,Simone MATERA,97,ITA,F,5.0,"Stadio Olimpico, Roma (ITA)",2.06,889
143,143,11.02,0.5,Yifei JIANG,0,CHN,F,6.0,"Shanghai Stadium, Shanghai (CHN)",14.05,880
144,144,11.05,-1.3,Desmond ROGO,96,SWE,F2,2.0,"Olympiastadion, Stockholm (SWE)",16.06,878
145,145,11.05,0.3,Hamid HOXHA,94,SUI,F,6.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",25.08,871
146,146,11.06,0.3,Jarod BIYA,0,SUI,F,7.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",25.08,869
147,147,11.08,-0.3,Tuur BRAS,99,BEL,F,1.0,"Boudewijnstadion, Bruxelles (BEL)",9.09,864
148,148,11.11,0.5,Ke LIU,0,CHN,F,7.0,"Shanghai Stadium, Shanghai (CHN)",14.05,854
149,149,11.15,0.0,Michele RANCAN,98,ITA,F,6.0,"Stadio Olimpico, Roma (ITA)",2.06,842
150,150,11.15,-0.3,Amine KASMI,0,BEL,F,2.0,"Boudewijnstadion, Bruxelles (BEL)",9.09,843
151,151,11.2,0.3,Jordan Herdy NGOM,97,CMR,F,8.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",25.08,828
152,152,11.22,0.1,Alan DUVIGNEAU,95,FRA,F,4.0,Paris (FRA),27.08,822
153,153,11.23,0.5,Jie ZHANG,99,CHN,F,8.0,"Shanghai Stadium, Shanghai (CHN)",14.05,820
154,154,11.26,-0.3,Jorg VANLIERDE,99,BEL,F,3.0,"Boudewijnstadion, Bruxelles (BEL)",9.09,812
155,155,11.27,-0.3,Kasper TORFS,99,BEL,F,4.0,"Boudewijnstadion, Bruxelles (BEL)",9.09,809
156,156,11.28,-1.3,Michael LUXEMBURG,94,SWE,F2,3.0,"Olympiastadion, Stockholm (SWE)",16.06,812
157,157,11.33,-1.3,Giovanni INOSTROZA,97,SWE,F2,4.0,"Olympiastadion, Stockholm (SWE)",16.06,798
158,158,11.34,-0.3,Matthieu DAVIES,0,BEL,F,5.0,"Boudewijnstadion, Bruxelles (BEL)",9.09,790
159,159,11.34,-0.3,Theo ROSITANO,99,BEL,F,6.0,"Boudewijnstadion, Bruxelles (BEL)",9.09,790
160,160,11.36,-1.3,Fredrik ÅSTRÖM,93,SWE,F2,5.0,"Olympiastadion, Stockholm (SWE)",16.06,790
161,161,11.4,-0.3,Niels KESTELOOT,99,BEL,F,7.0,"Boudewijnstadion, Bruxelles (BEL)",9.09,773
162,162,11.58,0.1,Kiryan POTIERIS,98,FRA,F,5.0,Paris (FRA),27.08,723
163,163,11.59,0.6,Kim COLLINS,76,SKN,F,8.0,"Bislett Stadion, Oslo (NOR)",9.06,720
164,164,11.71,-0.3,Tanguy VAN ONGEVALLE,99,BEL,F,8.0,"Boudewijnstadion, Bruxelles (BEL)",9.09,690
165,165,11.82,0.1,Raez-Khan MAHMOOD,99,FRA,F,6.0,Paris (FRA),27.08,660
166,166,12.08,0.4,Kim COLLINS,76,SKN,F,9.0,"Olympic Stadium, London (GBR)",22.07,596
0,0,9.95,0.7,Usain BOLT,86,JAM,F,1.0,"Stade Louis II, Monaco (MON)",21.07,1224
1,1,9.96,0.2,Justin GATLIN,82,USA,F,1.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",6.07,1220
2,2,9.97,0.0,Chijindu UJAH,94,GBR,F,1.0,"Letzigrund, Zürich (SUI)",24.08,1217
3,3,9.97,0.0,Ben Youssef MEITÉ,86,CIV,F,2.0,"Letzigrund, Zürich (SUI)",24.08,1217
4,4,9.98,0.2,Ben Youssef MEITÉ,86,CIV,F,2.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",6.07,1213
5,5,9.98,-0.3,Chijindu UJAH,94,GBR,F,1.0,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",16.07,1214
6,6,9.98,0.7,Isiah YOUNG,90,USA,F,2.0,"Stade Louis II, Monaco (MON)",21.07,1213
7,7,9.99,-1.2,Akani SIMBINE,93,RSA,F,1.0,"Suhaim bin Hamad Stadium, Doha (QAT)",5.05,1217
8,8,9.99,-0.1,Ben Youssef MEITÉ,86,CIV,F,1.0,"Stade Charléty, Paris (FRA)",1.07,1210
9,9,9.99,0.2,Akani SIMBINE,93,RSA,F,3.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",6.07,1210
10,10,10.0,0.2,Isiah YOUNG,90,USA,F,4.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",6.07,1206
11,11,10.01,0.2,Andre DE GRASSE,94,CAN,F,1.0,"Bislett Stadion, Oslo (NOR)",15.06,1203
12,12,10.01,-0.3,Ben Youssef MEITÉ,86,CIV,F,2.0,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",16.07,1204
13,13,10.01,0.0,Ronnie BAKER,93,USA,F,3.0,"Letzigrund, Zürich (SUI)",24.08,1203
14,14,10.02,-0.2,Chijindu UJAH,94,GBR,F,1.0,"Stadio Olimpico, Roma (ITA)",8.06,1200
15,15,10.02,0.2,Chijindu UJAH,94,GBR,F,2.0,"Bislett Stadion, Oslo (NOR)",15.06,1199
16,16,10.02,0.3,Chijindu UJAH,94,GBR,F,1.0,"Olympic Stadium, London (GBR)",9.07,1199
17,17,10.02,0.7,Akani SIMBINE,93,RSA,F,3.0,"Stade Louis II, Monaco (MON)",21.07,1199
18,18,10.02,0.7,Chijindu UJAH,94,GBR,F,4.0,"Stade Louis II, Monaco (MON)",21.07,1199
19,19,10.02,0.2,Yohan BLAKE,89,JAM,F,1.0,"Boudewijnstadion, Bruxelles (BEL)",1.09,1199
20,20,10.03,0.2,Ben Youssef MEITÉ,86,CIV,F,3.0,"Bislett Stadion, Oslo (NOR)",15.06,1196
21,21,10.04,0.0,Justin GATLIN,82,USA,F,4.0,"Letzigrund, Zürich (SUI)",24.08,1193
22,22,10.05,-0.2,Jimmy VICAUT,92,FRA,F,2.0,"Stadio Olimpico, Roma (ITA)",8.06,1190
23,23,10.05,-0.2,Ronnie BAKER,93,USA,F,3.0,"Stadio Olimpico, Roma (ITA)",8.06,1190
24,24,10.05,-0.1,Yunier PÉREZ,85,CUB,F,2.0,"Stade Charléty, Paris (FRA)",1.07,1189
25,25,10.06,0.3,James DASAOLU,87,GBR,F,2.0,"Olympic Stadium, London (GBR)",9.07,1186
26,26,10.06,0.7,Bingtian SU,89,CHN,F,5.0,"Stade Louis II, Monaco (MON)",21.07,1186
27,27,10.06,0.7,Michael RODGERS,85,USA,F,6.0,"Stade Louis II, Monaco (MON)",21.07,1186
28,28,10.07,0.3,Isiah YOUNG,90,USA,F,3.0,"Olympic Stadium, London (GBR)",9.07,1182
29,29,10.08,-1.2,Asafa POWELL,82,JAM,F,2.0,"Suhaim bin Hamad Stadium, Doha (QAT)",5.05,1186
30,30,10.08,-0.2,Chijindu UJAH,94,GBR,F,1.0,"Alexander Stadium, Birmingham (GBR)",20.08,1180
31,31,10.09,0.1,Bingtian SU,89,CHN,F,1.0,"Shanghai Stadium, Shanghai (CHN)",13.05,1176
32,32,10.09,0.2,Michael RODGERS,85,USA,F,2.0,"Boudewijnstadion, Bruxelles (BEL)",1.09,1176
33,33,10.1,-0.2,Ben Youssef MEITÉ,86,CIV,F,4.0,"Stadio Olimpico, Roma (ITA)",8.06,1173
34,34,10.1,0.0,Isiah YOUNG,90,USA,F,5.0,"Letzigrund, Zürich (SUI)",24.08,1172
35,35,10.1,0.0,Akani SIMBINE,93,RSA,F,6.0,"Letzigrund, Zürich (SUI)",24.08,1172
36,36,10.11,-0.2,James DASAOLU,87,GBR,F,2.0,"Alexander Stadium, Birmingham (GBR)",20.08,1170
37,37,10.11,0.0,Asafa POWELL,82,JAM,F,7.0,"Letzigrund, Zürich (SUI)",24.08,1169
38,38,10.12,0.2,James DASAOLU,87,GBR,F,5.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",6.07,1165
39,39,10.12,0.7,Christopher BELCHER,94,USA,F,7.0,"Stade Louis II, Monaco (MON)",21.07,1165
40,40,10.12,0.2,Julian FORTE,93,JAM,F,3.0,"Boudewijnstadion, Bruxelles (BEL)",1.09,1165
41,41,10.13,-1.2,Femi OGUNODE,91,QAT,F,3.0,"Suhaim bin Hamad Stadium, Doha (QAT)",5.05,1169
42,42,10.13,0.1,Michael RODGERS,85,USA,F,2.0,"Shanghai Stadium, Shanghai (CHN)",13.05,1162
43,43,10.13,0.2,Adam GEMILI,93,GBR,F,4.0,"Bislett Stadion, Oslo (NOR)",15.06,1162
44,44,10.13,-0.2,Zharnel HUGHES,95,GBR,F,3.0,"Alexander Stadium, Birmingham (GBR)",20.08,1163
45,45,10.13,0.0,Adam GEMILI,93,GBR,F,8.0,"Letzigrund, Zürich (SUI)",24.08,1162
46,46,10.14,-1.2,Justin GATLIN,82,USA,F,4.0,"Suhaim bin Hamad Stadium, Doha (QAT)",5.05,1166
47,47,10.14,-0.2,Michael RODGERS,85,USA,F,5.0,"Stadio Olimpico, Roma (ITA)",8.06,1160
48,48,10.15,0.1,Ben Youssef MEITÉ,86,CIV,F,3.0,"Shanghai Stadium, Shanghai (CHN)",13.05,1155
49,49,10.15,0.2,Aaron BROWN,92,CAN,F,5.0,"Bislett Stadion, Oslo (NOR)",15.06,1155
50,50,10.15,0.2,Henricho BRUINTJIES,93,RSA,F,6.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",6.07,1155
51,51,10.16,0.3,Harry AIKINES-ARYEETEY,88,GBR,F,4.0,"Olympic Stadium, London (GBR)",9.07,1152
52,52,10.17,0.2,Alex WILSON,90,SUI,F,7.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",6.07,1148
53,53,10.18,-0.2,Yoshihide KIRYU,95,JPN,F,6.0,"Stadio Olimpico, Roma (ITA)",8.06,1146
54,54,10.18,-0.3,Nethaneel MITCHELL-BLAKE,94,GBR,F,3.0,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",16.07,1146
55,55,10.18,0.2,Asafa POWELL,82,JAM,F,4.0,"Boudewijnstadion, Bruxelles (BEL)",1.09,1145
56,56,10.19,0.1,Aska CAMBRIDGE,93,JPN,F,4.0,"Shanghai Stadium, Shanghai (CHN)",13.05,1142
57,57,10.19,0.2,Churandy MARTINA,84,NED,F,6.0,"Bislett Stadion, Oslo (NOR)",15.06,1142
58,58,10.19,1.7,Ryan SHIELDS,83,JAM,F,1.0,"Olympiastadion, Stockholm (SWE)",18.06,1142
59,59,10.19,-0.3,Bingtian SU,89,CHN,F,4.0,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",16.07,1143
60,60,10.19,-0.2,Harry AIKINES-ARYEETEY,88,GBR,F,4.0,"Alexander Stadium, Birmingham (GBR)",20.08,1143
61,61,10.2,0.2,Reece PRESCOD,96,GBR,F,7.0,"Bislett Stadion, Oslo (NOR)",15.06,1138
62,62,10.2,0.3,Kim COLLINS,76,SKN,F,5.0,"Olympic Stadium, London (GBR)",9.07,1138
63,63,10.2,0.7,Yunier PÉREZ,85,CUB,F,8.0,"Stade Louis II, Monaco (MON)",21.07,1138
64,64,10.21,-1.2,Andre DE GRASSE,94,CAN,F,5.0,"Suhaim bin Hamad Stadium, Doha (QAT)",5.05,1142
65,65,10.21,-1.2,Ben Youssef MEITÉ,86,CIV,F,6.0,"Suhaim bin Hamad Stadium, Doha (QAT)",5.05,1142
66,66,10.21,-0.2,Femi OGUNODE,91,QAT,F,7.0,"Stadio Olimpico, Roma (ITA)",8.06,1136
67,67,10.21,1.7,Julian REUS,88,GER,F,2.0,"Olympiastadion, Stockholm (SWE)",18.06,1135
68,68,10.22,0.1,Abdul Hakim SANI BROWN,99,JPN,F,5.0,"Shanghai Stadium, Shanghai (CHN)",13.05,1132
69,69,10.22,0.3,Brandon CARNES,95,USA,F,6.0,"Olympic Stadium, London (GBR)",9.07,1132
70,70,10.22,0.2,Isiah YOUNG,90,USA,F,5.0,"Boudewijnstadion, Bruxelles (BEL)",1.09,1132
71,71,10.23,-0.1,Churandy MARTINA,84,NED,F,3.0,"Stade Charléty, Paris (FRA)",1.07,1128
72,72,10.23,-0.1,Henricho BRUINTJIES,93,RSA,F,4.0,"Stade Charléty, Paris (FRA)",1.07,1128
73,73,10.23,0.3,Richard KILTY,89,GBR,F,7.0,"Olympic Stadium, London (GBR)",9.07,1128
74,74,10.24,-1.2,Ronnie BAKER,93,USA,F,7.0,"Suhaim bin Hamad Stadium, Doha (QAT)",5.05,1132
75,75,10.24,0.2,James DASAOLU,87,GBR,F,6.0,"Boudewijnstadion, Bruxelles (BEL)",1.09,1125
76,76,10.25,0.1,Alex WILSON,90,SUI,F,1.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",6.07,1122
77,77,10.25,0.1,Pascal MANCINI,89,SUI,F,2.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",6.07,1122
78,78,10.25,-0.2,Ojie EDOBURUN,96,GBR,F,5.0,"Alexander Stadium, Birmingham (GBR)",20.08,1123
79,79,10.26,-0.1,Julian FORTE,93,JAM,F,5.0,"Stade Charléty, Paris (FRA)",1.07,1118
80,80,10.26,-0.3,Thando ROTO,95,RSA,F,5.0,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",16.07,1119
81,81,10.26,-0.3,Keston BLEDMAN,88,TTO,F,6.0,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",16.07,1119
82,82,10.27,0.2,Harry AIKINES-ARYEETEY,88,GBR,F,7.0,"Boudewijnstadion, Bruxelles (BEL)",1.09,1115
83,83,10.3,0.1,Kim COLLINS,76,SKN,F,6.0,"Shanghai Stadium, Shanghai (CHN)",13.05,1105
84,84,10.3,-0.3,Beejay LEE,93,USA,F,7.0,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",16.07,1106
85,85,10.33,-1.2,Kim COLLINS,76,SKN,F,8.0,"Suhaim bin Hamad Stadium, Doha (QAT)",5.05,1102
86,86,10.33,0.3,Beejay LEE,93,USA,F,8.0,"Olympic Stadium, London (GBR)",9.07,1095
87,87,10.33,-0.3,Churandy MARTINA,84,NED,F,8.0,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",16.07,1096
88,88,10.35,-0.2,Aaron BROWN,92,CAN,F,8.0,"Stadio Olimpico, Roma (ITA)",8.06,1090
89,89,10.35,1.7,Austin HAMILTON,97,SWE,F,3.0,"Olympiastadion, Stockholm (SWE)",18.06,1089
90,90,10.36,-0.1,Méba Mickaël ZEZE,94,FRA,F,6.0,"Stade Charléty, Paris (FRA)",1.07,1085
91,91,10.38,-0.2,Federico CATTANEO,93,ITA,F,9.0,"Stadio Olimpico, Roma (ITA)",8.06,1080
92,92,10.38,1.7,Eric CRAY,88,PHI,F,4.0,"Olympiastadion, Stockholm (SWE)",18.06,1079
93,93,10.42,1.7,Tony DARKWAH,86,SWE,F,5.0,"Olympiastadion, Stockholm (SWE)",18.06,1066
94,94,10.43,0.0,Adama JAMMEH,93,GAM,F,1.0,"Stade Charléty, Paris (FRA)",1.07,1063
95,95,10.45,1.7,Odain ROSE,92,SWE,F,6.0,"Olympiastadion, Stockholm (SWE)",18.06,1056
96,96,10.46,-0.2,Andrew ROBERTSON,90,GBR,F,6.0,"Alexander Stadium, Birmingham (GBR)",20.08,1054
